Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs13108218,OR ,-0.031,0.002,-0.03475,0.0574433
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs13251367,OR ,-0.011,0.002,0.000998,0.0598175
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs13269725,OR ,0.035,0.004,0.032399,0.1113851
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs13270882,OR ,0.03,0.005,0.105593,0.1447631
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs13389219,OR ,-0.038,0.002,-0.04947,0.0578638
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1340819,OR ,-0.012,0.002,0.012699,0.0601421
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs134551,OR ,-0.012,0.002,0.049866,0.0614726
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1347188,OR ,0.014,0.002,0.017113,0.0649663
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1351394,OR ,0.013,0.002,0.104391,0.0566259
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs138191773,OR ,-0.047,0.008,-0.12658,0.2450183
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs139076463,OR ,0.04,0.007,0.068425,0.1904548
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs139098834,OR ,-0.044,0.007,-0.04457,0.1847229
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs139453187,OR ,0.023,0.004,0.093417,0.1029629
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs139974673,OR ,0.143,0.006,0.173407,0.1658102
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs140107293,OR ,-0.023,0.003,-0.07401,0.0815438
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs141415727,OR ,0.046,0.008,0.138518,0.2173653
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs142385484,OR ,-0.023,0.003,0.148463,0.0787255
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs142848030,OR ,-0.047,0.007,0.110082,0.2202009
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs144469617,OR ,0.052,0.008,0.029569,0.2234746
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs144470864,OR ,0.031,0.004,-0.07298,0.1365398
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs146203232,OR ,0.041,0.004,-0.00517,0.1080249
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs148482297,OR ,0.06,0.006,-0.1328,0.1981267
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs149142833,OR ,0.017,0.003,0.058269,0.0783491
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1495741,OR ,-0.038,0.002,0.040873,0.0675688
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1508103,OR ,0.042,0.004,-0.11623,0.1163359
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs151235402,OR ,0.052,0.008,-0.02556,0.2273527
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1534696,OR ,-0.02,0.002,0.030069,0.0570894
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1556124,OR ,0.014,0.002,0.003155,0.0696265
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1561928,OR ,0.018,0.003,0.034809,0.0898334
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs157935,OR ,-0.014,0.002,0.012423,0.0626514
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs17146641,OR ,0.016,0.003,-0.01165,0.0830662
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1728407,OR ,0.012,0.002,0.059184,0.0575273
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs17326656,OR ,0.017,0.002,0.011583,0.0659336
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs174566,OR ,0.049,0.002,0.057287,0.0601039
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs17585887,OR ,-0.029,0.002,0.039532,0.0574755
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1799831,OR ,0.025,0.003,0.051349,0.0773394
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1801689,OR ,-0.066,0.006,0.095855,0.1652458
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1807542,OR ,0.029,0.005,0.063883,0.1354731
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1823227,OR ,-0.013,0.002,0.058929,0.063135
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1835346,OR ,-0.039,0.007,-0.26981,0.1945054
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1840339,OR ,-0.012,0.002,-0.02208,0.0604038
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs186696265,OR ,-0.104,0.008,0.241439,0.2304674
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1872992,OR ,0.015,0.002,0.081322,0.0664298
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs187929675,OR ,-0.171,0.009,0.010515,0.2520571
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs193735,OR ,0.033,0.005,0.013568,0.1407754
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1938566,OR ,-0.021,0.003,-0.08734,0.0788111
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1997833,OR ,0.015,0.002,-0.00466,0.0619868
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2017500,OR ,0.012,0.002,-0.05167,0.0564392
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2035816,OR ,-0.028,0.004,0.029054,0.103068
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2043085,OR ,-0.031,0.002,0.031146,0.0590655
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2060250,OR ,0.011,0.002,-0.0365,0.0566793
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2068888,OR ,-0.032,0.002,0.038124,0.0567737
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2081048,OR ,-0.014,0.002,-0.12112,0.0600327
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2081687,OR ,-0.026,0.002,-0.11561,0.0585164
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2131311,OR ,-0.012,0.002,0.079641,0.0634687
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2131919,OR ,0.017,0.003,0.124118,0.0746504
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs213209,OR ,0.012,0.002,-0.01219,0.0627732
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs213494,OR ,0.016,0.002,0.034134,0.0606497
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2137557,OR ,0.012,0.002,0.012619,0.059279
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2187114,OR ,-0.019,0.003,-0.02316,0.0997856
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2237029,OR ,-0.014,0.002,-0.03345,0.0581848
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2240466,OR ,-0.123,0.003,-0.08918,0.0881454
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2240533,OR ,-0.013,0.002,-0.07028,0.0608154
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2244278,OR ,-0.027,0.003,0.074848,0.0840391
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2267373,OR ,0.022,0.002,-0.02311,0.05778
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2276853,OR ,0.011,0.002,-0.03463,0.0577605
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2277083,OR ,-0.015,0.002,-0.00485,0.0569812
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2278426,OR ,-0.042,0.005,-0.17307,0.1441555
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2302104,OR ,-0.014,0.002,-0.00764,0.0685622
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2302364,OR ,0.016,0.003,0.017398,0.0753542
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2407278,OR ,-0.034,0.006,-0.08018,0.1590267
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2420477,OR ,-0.011,0.002,0.018942,0.0563569
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2425757,OR ,0.012,0.002,-0.02833,0.0606123
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs245051,OR ,-0.012,0.002,-0.05118,0.0578883
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2455821,OR ,0.013,0.002,-0.11068,0.0645293
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2487294,OR ,0.018,0.002,-0.17811,0.0613356
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2519093,OR ,-0.021,0.003,-0.07092,0.0729252
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2528787,OR ,-0.011,0.002,0.049438,0.0574693
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs268,OR ,0.227,0.007,0.008871,0.2163156
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs275184,OR ,-0.017,0.003,0.116778,0.0748436
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2761294,OR ,0.019,0.002,0.045767,0.0591121
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2773469,OR ,-0.019,0.002,0.007492,0.0636285
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs278981,OR ,0.013,0.002,-0.03035,0.0661342
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2800713,OR ,0.031,0.004,-0.16562,0.1338653
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs28383314,OR ,0.038,0.002,0.028357,0.0588513
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs28399607,OR ,0.033,0.005,-0.08065,0.1344468
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs28481932,OR ,0.022,0.003,0.045174,0.0788172
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs28546518,OR ,-0.025,0.003,-0.10371,0.0868311
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs28577186,OR ,-0.016,0.002,-0.08082,0.0603791
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs28624578,OR ,0.015,0.003,-0.12704,0.0762891
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs28873097,OR ,0.011,0.002,-0.07996,0.0569737
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2917677,OR ,-0.019,0.002,0.004201,0.0579712
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2925979,OR ,-0.032,0.002,-0.05866,0.0612236
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs293561,OR ,0.012,0.002,-0.0612,0.0581976
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2943645,OR ,0.04,0.002,0.000018,0.0586206
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2954011,OR ,-0.015,0.002,0.09724,0.0568079
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs296360,OR ,-0.018,0.003,0.072767,0.0762272
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2975424,OR ,0.017,0.003,0.138875,0.0724846
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs2983896,OR ,0.014,0.002,-0.0376,0.0668176
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs308,OR ,-0.159,0.007,-0.29072,0.2008438
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3092744,OR ,-0.014,0.002,-0.05246,0.0663645
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3103310,OR ,0.02,0.002,0.009445,0.0654858
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs320369,OR ,-0.013,0.002,-0.00998,0.0617888
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs325485,OR ,-0.012,0.002,0.020545,0.05817
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs326222,OR ,0.025,0.002,0.025814,0.0628052
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3289,OR ,0.154,0.006,0.319195,0.1597104
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs34144542,OR ,-0.039,0.004,-0.09175,0.1072598
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs34196215,OR ,-0.018,0.003,-0.11862,0.083062
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs34234296,OR ,-0.011,0.002,-0.01326,0.0583678
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs343,OR ,-0.141,0.004,0.070729,0.0994834
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs34580448,OR ,-0.034,0.005,-0.16549,0.1404169
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs34893217,OR ,-0.018,0.003,0.007015,0.0909545
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs350859,OR ,0.012,0.002,-0.05954,0.0640899
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs35104374,OR ,-0.016,0.002,0.09754,0.0652182
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs35169799,OR ,0.056,0.004,0.02849,0.1150009
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs35200015,OR ,0.017,0.003,-0.10029,0.0739155
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs35477346,OR ,0.014,0.002,0.043031,0.0619534
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs35502362,OR ,-0.015,0.002,-0.00922,0.059807
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs35763453,OR ,0.028,0.004,-0.04608,0.1248637
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs35859536,OR ,-0.014,0.002,-0.12951,0.0618624
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs36043408,OR ,-0.013,0.002,-0.05173,0.056598
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs36061954,OR ,0.012,0.002,0.053114,0.0579787
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3731696,OR ,0.022,0.003,-0.03918,0.0875994
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3738182,OR ,0.015,0.003,-0.00557,0.0730936
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3758413,OR ,0.011,0.002,-0.03155,0.0577058
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3775228,OR ,0.034,0.002,0.001719,0.0589698
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3784310,OR ,-0.013,0.002,-0.04975,0.0635517
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3794695,OR ,0.028,0.003,0.042216,0.0694238
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3808477,OR ,-0.013,0.002,0.022358,0.0630558
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3814883,OR ,0.015,0.002,-0.10187,0.0566775
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3820897,OR ,0.02,0.003,0.058284,0.0731997
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3826043,OR ,-0.012,0.002,0.048276,0.0578665
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3829126,OR ,0.023,0.003,0.003902,0.0966048
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3936511,OR ,0.046,0.003,0.017191,0.0726094
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs394872,OR ,0.011,0.002,0.047784,0.057273
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs3974807,OR ,0.016,0.003,0.035425,0.0722431
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs40270,OR ,0.036,0.002,-0.01448,0.0664982
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4128205,OR ,0.012,0.002,0.017044,0.0568269
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4134963,OR ,-0.019,0.003,-0.07217,0.0730883
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs41785,OR ,-0.015,0.002,-0.01522,0.0578867
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4382584,OR ,0.013,0.002,-0.06237,0.0643423
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4387830,OR ,0.027,0.003,0.002118,0.0894093
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4391855,OR ,0.059,0.005,-0.01517,0.1529373
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4445477,OR ,-0.016,0.002,0.002762,0.0653694
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4471666,OR ,-0.022,0.004,-0.13588,0.1126721
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4559942,OR ,0.014,0.002,-0.03524,0.0660856
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4564007,OR ,-0.012,0.002,-0.05133,0.0597496
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4662414,OR ,-0.012,0.002,0.041257,0.0573884
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4665972,OR ,-0.1,0.002,-0.09291,0.0567122
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4675812,OR ,-0.014,0.002,0.101946,0.0581051
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4699983,OR ,-0.013,0.002,0.010363,0.0579601
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4709746,OR ,-0.019,0.003,0.090097,0.0800535
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4714001,OR ,0.012,0.002,0.125619,0.0590864
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4731701,OR ,-0.033,0.002,0.049057,0.0566196
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4761234,OR ,-0.014,0.002,-0.03693,0.057555
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4776793,OR ,0.015,0.002,0.169928,0.0591807
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs478420,OR ,0.013,0.002,0.081517,0.0583239
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4793090,OR ,-0.014,0.002,-0.13414,0.0594197
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4803449,OR ,-0.012,0.002,-0.05055,0.059064
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4804368,OR ,-0.014,0.002,0.003203,0.0594412
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4804833,OR ,-0.016,0.002,0.027128,0.0583556
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs480823,OR ,0.156,0.004,-0.14726,0.1079073
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs483082,OR ,0.086,0.002,-0.08753,0.0688755
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4846857,OR ,-0.023,0.003,-0.10015,0.0784048
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4909945,OR ,0.013,0.002,0.030749,0.0611926
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4938277,OR ,0.018,0.002,0.068453,0.0622478
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4969179,OR ,-0.018,0.002,0.074841,0.0586905
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs4976033,OR ,0.018,0.002,0.110208,0.0579534
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs498475,OR ,-0.012,0.002,-0.04271,0.0586919
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs499293,OR ,-0.012,0.002,-0.00741,0.0602391
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs534417,OR ,0.02,0.003,0.228859,0.0895378
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs55646464,OR ,0.012,0.002,0.01478,0.0619541
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs55692143,OR ,0.017,0.003,0.058071,0.0895334
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs55767272,OR ,-0.028,0.004,-0.06299,0.1190459
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs55837381,OR ,-0.013,0.002,-0.04688,0.065963
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs55951611,OR ,-0.039,0.005,0.014839,0.1485238
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs56057635,OR ,0.017,0.003,-0.02683,0.0859453
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs56242350,OR ,-0.046,0.007,-0.20699,0.2048711
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs56311339,OR ,-0.037,0.003,0.101843,0.09024
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs563296,OR ,0.016,0.002,-0.04183,0.0564732
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs575623,OR ,0.022,0.003,0.058911,0.0982881
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs58038553,OR ,-0.02,0.003,0.062768,0.0852344
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs58542926,OR ,-0.103,0.004,0.212163,0.1026942
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs58895965,OR ,0.027,0.003,0.038057,0.0787648
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs595767,OR ,0.014,0.002,-0.01145,0.05706
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs6008191,OR ,0.018,0.002,0.021546,0.0710097
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs6029125,OR ,-0.018,0.003,0.00635,0.0773965
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs6068280,OR ,0.014,0.002,0.050991,0.0614911
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs6073958,OR ,0.056,0.002,0.041391,0.0696601
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs6123685,OR ,-0.013,0.002,0.094992,0.063013
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs612874,OR ,0.018,0.002,-0.02118,0.0572202
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs61780049,OR ,0.015,0.003,-0.12374,0.0793935
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs61785481,OR ,0.011,0.002,-0.03598,0.0578344
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs618031,OR ,-0.016,0.002,-0.0324,0.0588916
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs61821643,OR ,0.037,0.007,0.337386,0.1849856
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs61830291,OR ,0.029,0.003,0.145658,0.0979468
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs61904855,OR ,0.054,0.006,-0.04618,0.1881997
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs61907563,OR ,-0.068,0.006,-0.14165,0.1462713
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs61975915,OR ,-0.012,0.002,-0.06239,0.0633429
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs61993685,OR ,-0.023,0.004,0.032293,0.1116744
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs62064941,OR ,-0.029,0.005,-0.01093,0.1507423
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs62427982,OR ,-0.013,0.002,-0.01895,0.0610123
