Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zheng, Y., Huang, T., Wang, T., Mei, Z., Sun, Z., Zhang, T., Ellervik, C., Chai, J.-F., Sim, X., van Dam, R.M., Tai, E.-S., Koh, W.-P., Dorajoo, R., Saw, S.-M., Sabanayagam, C., Wong, T.Y., Gupta, P., Rossing, P., Ahluwalia, T.S., Vinding, R.K., Bisgaard, H., Bønnelykke, K., Wang, Y., Graff, M., Voortman, T., van Rooij, F.J.A., Hofman, A., van Heemst, D., Noordam, R., Estampador, A.C., Varga, T.V., Enzenbach, C., Scholz, M., Thiery, J., Burkhardt, R., Orho-Melander, M., Schulz, C.-A., Ericson, U., Sonestedt, E., Kubo, M., Akiyama, M., Zhou, A., Kilpeläinen, T.O., Hansen, T., Kleber, M.E., Delgado, G., McCarthy, M., Lemaitre, R.N., Felix, J.F., Jaddoe, V.W.V., Wu, Y., Mohlke, K.L., Lehtimäki, T., Wang, C.A., Pennell, C.E., Schunkert, H., Kessler, T., Zeng, L., Willenborg, C., Peters, A., Lieb, W., Grote, V., Rzehak, P., Koletzko, B., Erdmann, J., Munz, M., Wu, T., He, M., Yu, C., Lecoeur, C., Froguel, P., Corella, D., Moreno, L.A., Lai, C.-Q., Pitkänen, N., Boreham, C.A., Ridker, P.M., Rosendaal, F.R., de Mutsert, R., Power, C., Paternoster, L., Sørensen, T.I.A., Tjønneland, A., Overvad, K., Djousse, L., Rivadeneira, F., Lee, N.R., Raitakari, O.T., Kähönen, M., Viikari, J., Langhendries, J.-P., Escribano, J., Verduci, E., Dedoussis, G., König, I., Balkau, B., Coltell, O., Dallongeville, J., Meirhaeghe, A., Amouyel, P., Gottrand, F., Pahkala, K., Niinikoski, H., Hyppönen, E., März, W., Mackey, D.A., Gruszfeld, D., Tucker, K.L., Fumeron, F., Estruch, R., Ordovas, J.M., Arnett, D.K., Mook-Kanamori, D.O., Mozaffarian, D., Psaty, B.M., North, K.E., Chasman, D.I., Qi, L.",55762827700;56652837200;36982431700;57197857217;57216483322;57188568731;6507805085;57200637574;15069915400;7006827945;57770356700;7102038885;25947407400;7006402006;22136294700;7403147159;57192954968;7005170096;23097179800;56719689600;57217332813;57216998235;57193856944;8637792200;57207898010;57201969573;57190078722;6602350356;57201961693;55135885800;8114807200;36197941700;7202888704;57221916160;12773987000;6701619781;56406040800;24740905900;9640253600;57216067537;57191843287;57194346497;57211236100;57199388397;57207897615;57221723771;57220846574;57204298157;57202519178;6506585188;56093296300;57213720699;58584595800;57207902848;57203081812;7006507139;55503234300;57217262092;36633467200;7402105900;7006812880;6506472518;6602237621;57204316135;57202594629;57191633225;7404815278;8138327000;57212183004;57202561129;57202558736;7003570538;7101696674;15021052900;56624400100;7004472250;18535933700;7004174530;16042051400;57203229564;57211727740;57224182931;7004990102;7007164627;56139671900;57207897492;56446147800;7004828916;57222955288;35446128700;35865722600;57214995413;57207506326;6701705920;36897815600;7005943124;6603090571;7006246463;6602685488;7101751541;35494311300;25422474000;57193074594;55884875400;57220877383;36909266400;57226205575;7103329619;7003436922;7005989830;7101791147;7101719250;57208233149;56751007100;35374213400;7006800602;6701612213;57191987767;,Mendelian randomization analysis does not support causal associations of birth weight with hypertension risk and blood pressure in adulthood,2020,European Journal of Epidemiology,35,7,,685,697,,8,10.1007/s10654-020-00638-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085090306&doi=10.1007%2fs10654-020-00638-z&partnerID=40&md5=f59776a53751b1b1086c88e1446a4279,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85085090306
"Yu, F., Qiu, C., Xu, C., Tian, Q., Zhao, L.-J., Wu, L., Deng, H.-W., Shen, H.",57193860828;35734873300;57746348600;36935338700;7404455505;57216134033;34568563000;36126870600;,Mendelian Randomization Identifies CpG Methylation Sites With Mediation Effects for Genetic Influences on BMD in Peripheral Blood Monocytes,2020,Frontiers in Genetics,11,,60,,,,8,10.3389/fgene.2020.00060,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082608636&doi=10.3389%2ffgene.2020.00060&partnerID=40&md5=fe0a8770b020ea596334664c23d80955,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85082608636
"Yang, F., Bao, Q., Wang, Z., Ma, M., Shen, J., Ye, F., Xie, X.",57216837259;57219593589;57219605880;57219594491;57211787459;57191433045;14623482000;,Sex-Specific Genetically Predicted Iron Status in relation to 12 Vascular Diseases: A mendelian randomization study in the UK Biobank,2020,BioMed Research International,2020,,6246041,,,,8,10.1155/2020/6246041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096047730&doi=10.1155%2f2020%2f6246041&partnerID=40&md5=6d7722faad84d157f8c57c13988d5625,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85096047730
"Lv, W.-Q., Zhang, X., Fan, K., Xia, X., Zhang, Q., Liu, H.-M., Jiang, B.-Y., Zhang, W.-D., Deng, H.-W.",57195593900;57216166629;57195585674;57195590857;57195592222;53264285000;57202434708;36647068400;34568563000;,"Genetically driven adiposity traits increase the risk of coronary artery disease independent of blood pressure, dyslipidaemia, glycaemic traits",2018,European Journal of Human Genetics,26,10,,1547,1553,,8,10.1038/s41431-018-0180-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048329643&doi=10.1038%2fs41431-018-0180-9&partnerID=40&md5=fd93c9c9f2046da4f94fe5497f559f31,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85048329643
"Zheng, Y., Zhao, N.",55636275100;7101663080;,"Directed acyclic graphs: Languages, rules and applications",2017,Chinese Journal of Endemiology,38,8,,1140,1144,,8,10.3760/cma.j.issn.0254-6450.2017.08.029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049228351&doi=10.3760%2fcma.j.issn.0254-6450.2017.08.029&partnerID=40&md5=91a0892df3bdc8c7519b0cbdd26aec9e,Article,Final,,Scopus,2-s2.0-85049228351
"Mao, Y., Zhan, Y., Huang, Y.",55247930200;55513938300;55599452200;,Vitamin D and asthma: A Mendelian randomization study,2017,"Annals of Allergy, Asthma and Immunology",119,1,,95,9.70E+02,,8,10.1016/j.anai.2017.05.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021038744&doi=10.1016%2fj.anai.2017.05.018&partnerID=40&md5=6b8db0d348208756cbffd422a0767d07,Article,Final,,Scopus,2-s2.0-85021038744
"Chen, H., Peng, L., Wang, Z., He, Y., Zhang, X.",57798421700;57754033800;57733903100;7404941149;55482205800;,Exploring the causal relationship between periodontitis and gut microbiome: Unveiling the oral–gut and gut–oral axes through bidirectional Mendelian randomization,2024,Journal of Clinical Periodontology,51,4,,417,430,,7,10.1111/jcpe.13906,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178058311&doi=10.1111%2fjcpe.13906&partnerID=40&md5=caea18443d08f88817fc1ccdf020adaf,Article,Final,,Scopus,2-s2.0-85178058311
"Guo, W., Li, B.-L., Zhao, J.-Y., Li, X.-M., Wang, L.-F.",56441916000;58737242600;36704284700;58871379900;35212059900;,Causal associations between modifiable risk factors and intervertebral disc degeneration,2024,Spine Journal,24,2,,195,209,,7,10.1016/j.spinee.2023.10.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178383393&doi=10.1016%2fj.spinee.2023.10.021&partnerID=40&md5=f8ea95ab7d566f26ff973881c1078651,Article,Final,,Scopus,2-s2.0-85178383393
"Wang, Q., Shi, Q., Wang, Z., Lu, J., Hou, J.",57746264400;57746264500;57343158500;57762683100;7401965984;,Integrating plasma proteomes with genome-wide association data for causal protein identification in multiple myeloma,2023,BMC Medicine,21,1,377,,,,7,10.1186/s12916-023-03086-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172828222&doi=10.1186%2fs12916-023-03086-0&partnerID=40&md5=f7db409d85d6f3b04a779893d7ac728e,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85172828222
"Zhang, Y., Xie, J., Wen, S., Cao, P., Xiao, W., Zhu, J., Li, S., Wang, Z., Cen, H., Zhu, Z., Ding, C., Ruan, G.",57211838726;58026787700;58614502800;57215190886;57192716764;58369630900;57202157789;57194539961;36631634200;56165848100;55669906500;57194590944;,Evaluating the causal effect of circulating proteome on the risk of osteoarthritis-related traits,2023,Annals of the Rheumatic Diseases,82,12,,1606,1617,,7,10.1136/ard-2023-224459,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171982355&doi=10.1136%2fard-2023-224459&partnerID=40&md5=2bb005a31f94d5c528b7b97494e8da4f,Article,Final,,Scopus,2-s2.0-85171982355
"Li, Y., Zhai, H., Kang, L., Chu, Q., Zhao, X., Li, R.",57460751900;58511365600;57239779900;57215185327;57215205844;55491313100;,Causal association between basal metabolic rate and risk of cardiovascular diseases: a univariable and multivariable Mendelian randomization study,2023,Scientific Reports,13,1,12487,,,,7,10.1038/s41598-023-39551-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166159629&doi=10.1038%2fs41598-023-39551-2&partnerID=40&md5=37386e091f7c8301c1117520308000bd,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85166159629
"Wen, M.-T., Liang, X.-Z., Luo, D., Li, J.-C., Yan, B.-Z., Lu, B.-W., Xu, B., Li, G.",57255755800;57196219904;57208028205;57201464135;57201466015;58247297400;57211880863;57202317589;,"Plasma lipids, alcohol intake frequency and risk of Osteoarthritis: a Mendelian randomization study",2023,BMC Public Health,23,1,1327,,,,7,10.1186/s12889-023-16250-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164411828&doi=10.1186%2fs12889-023-16250-1&partnerID=40&md5=87faf3cfdb77737fbd59c706b9c7391f,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85164411828
"Zhao, J., Li, K., Liao, X., Zhao, Q.",57220078022;57990484200;55268231000;57203336454;,Causal associations between inflammatory bowel disease and primary biliary cholangitis: a two-sample bidirectional Mendelian randomization study,2023,Scientific Reports,13,1,10950,,,,7,10.1038/s41598-023-35785-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164126470&doi=10.1038%2fs41598-023-35785-2&partnerID=40&md5=fe6c5fa579be103bcbdfce45f13bcfe8,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85164126470
"Zhao, M., Wei, F., Li, H., Wang, Z., Wang, S., Liu, Y., Fei, G., Ge, Y., Wei, P.",57208161912;57194430961;57823992600;57823992500;57446843300;58872448000;57209466284;57194432652;49362483000;,Serum vitamin D levels and Sjogren’s syndrome: bi-directional Mendelian randomization analysis,2023,Arthritis Research and Therapy,25,1,79,,,,7,10.1186/s13075-023-03062-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159422981&doi=10.1186%2fs13075-023-03062-2&partnerID=40&md5=7bd8c66d4e16dc537bd7f0475e6aae5b,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85159422981
"Lin, L., Luo, P., Yang, M., Wang, J., Hou, W., Xu, P.",57955320500;57223909124;57356604300;57943631400;34978606400;57203376434;,A bidirectional Mendelian randomized study of classical blood lipids and venous thrombosis,2023,Scientific Reports,13,1,3904,,,,7,10.1038/s41598-023-31067-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149649173&doi=10.1038%2fs41598-023-31067-z&partnerID=40&md5=fbe151ee1c863384f839ce747f28f5b6,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85149649173
"Liu, Z., Qin, Y., Wu, T., Tubbs, J.D., Baum, L., Mak, T.S.H., Li, M., Zhang, Y.D., Sham, P.C.",55776525000;56571850700;57222117837;57203902017;7103310839;24335852200;57192440066;57216699675;34573429300;,Reciprocal causation mixture model for robust Mendelian randomization analysis using genome-scale summary data,2023,Nature Communications,14,1,1131,,,,7,10.1038/s41467-023-36490-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149153193&doi=10.1038%2fs41467-023-36490-4&partnerID=40&md5=c1fc2e322663c1af1bbca3b544a17c95,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85149153193
"O’Loughlin, J., Casanova, F., Fairhurst-Hunter, Z., Hughes, A., Bowden, J., Watkins, E.R., Freathy, R.M., Millwood, I.Y., Lin, K., Chen, Z., Li, L., Lv, J., Walters, R.G., Howe, L.D., Kuchenbaecker, K., Tyrrell, J.",57397640800;18436139700;57192688846;56659021900;26321030600;7005080883;13410580600;57204865440;57221035267;57087562600;56440527500;57209876570;57220838791;14630195700;35976214200;36149612100;,Mendelian randomisation study of body composition and depression in people of East Asian ancestry highlights potential setting-specific causality,2023,BMC Medicine,21,1,37,,,,7,10.1186/s12916-023-02735-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147235701&doi=10.1186%2fs12916-023-02735-8&partnerID=40&md5=17a41112bc2b43458937612239d252ee,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85147235701
"Yang, G., Schooling, C.M.",57367570800;12808565000;,"Investigating sex-specific associations of lipid traits with type 2 diabetes, glycemic traits and sex hormones using Mendelian randomization",2023,Cardiovascular Diabetology,22,1,3,,,,7,10.1186/s12933-022-01714-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145956956&doi=10.1186%2fs12933-022-01714-2&partnerID=40&md5=aec26e0355765e28e9692bfeebc33362,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85145956956
"Rojo, D., Dal Cengio, L., Badner, A., Kim, S., Sakai, N., Greene, J., Dierckx, T., Mehl, L.C., Eisinger, E., Ransom, J., Arellano-Garcia, C., Gumma, M.E., Soyk, R.L., Lewis, C.M., Lam, M., Weigel, M.K., Damonte, V.M., Yalçın, B., Jones, S.E., Ollila, H.M., Nishino, S., Gibson, E.M.",57214591696;57194487535;56429560300;57188566820;55505655400;57205401015;57212604940;57193750835;57216659444;57732953300;57191907094;57732706700;57732706800;57736289300;57899111000;57216707388;57188662102;57217698370;57225857711;25636363300;35416758600;23003938200;,BMAL1 loss in oligodendroglia contributes to abnormal myelination and sleep,2023,Neuron,111,22,,3604,3.62E+14,,7,10.1016/j.neuron.2023.08.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176303984&doi=10.1016%2fj.neuron.2023.08.002&partnerID=40&md5=b6d858a139c812bb3c796fd49e849d88,Article,Final,,Scopus,2-s2.0-85176303984
"Litkowski, E.M., Logue, M.W., Zhang, R., Charest, B.R., Lange, E.M., Hokanson, J.E., Lynch, J.A., Vujkovic, M., Phillips, L.S., Hauger, R.L., Lange, L.A., Raghavan, S.",57215599807;57218103885;57750302700;57224617395;57222031528;57196836046;55817898100;20735733100;7402638005;35452793300;7103078524;56331384300;,Mendelian randomization study of diabetes and dementia in the Million Veteran Program,2023,Alzheimer's and Dementia,19,10,,4367,4376,,7,10.1002/alz.13373,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164798420&doi=10.1002%2falz.13373&partnerID=40&md5=52fdd176a0cf170de18ceca133411e99,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85164798420
"Yue, M., Jin, C., Jiang, X., Xue, X., Wu, N., Li, Z., Zhang, L.",58615414000;57205318235;58615778400;58539753100;58328993700;57221084211;59117101400;,Causal Effects of Gut Microbiota on Sleep-Related Phenotypes: A Two-Sample Mendelian Randomization Study,2023,Clocks and Sleep,5,3,,566,580,,7,10.3390/clockssleep5030037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172085288&doi=10.3390%2fclockssleep5030037&partnerID=40&md5=662c2abcbb18adcd5f7191e55d5b5f9b,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85172085288
"Cao, Q., Guo, J., Chang, S., Huang, Z., Luo, Q.",58590992800;58592775400;57418228300;58163766500;57418796400;,Gut microbiota and acne: A Mendelian randomization study,2023,Skin Research and Technology,29,9,e13473,,,,7,10.1111/srt.13473,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171430686&doi=10.1111%2fsrt.13473&partnerID=40&md5=245e4f00e4644ac06cdda1b3b7131a0c,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85171430686
"Lin, L., Lin, J., Qiu, J., Liufu, N., Lin, S., Wei, F., Liu, Q., Zeng, J., Zhang, M., Cao, M.",57992914500;56129704800;57201655715;57199217991;58286683400;57222560640;55712205200;54397846100;56461604200;24173092800;,Genetic liability to multi-site chronic pain increases the risk of cardiovascular disease,2023,British Journal of Anaesthesia,131,2,,373,384,,7,10.1016/j.bja.2023.04.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160094106&doi=10.1016%2fj.bja.2023.04.020&partnerID=40&md5=3900af975c46f20acf32e3fa74cb3f5d,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85160094106
"Patrick, M.T., Nair, R.P., He, K., Stuart, P.E., Billi, A.C., Zhou, X., Gudjonsson, J.E., Oksenberg, J.R., Elder, J.T., Tsoi, L.C.",57193676179;7202192249;55634545400;35513331900;57204713978;55566272600;6602318363;57207902643;7402076363;16176721200;,Shared Genetic Risk Factors for Multiple Sclerosis/Psoriasis Suggest Involvement of Interleukin-17 and Janus Kinase–Signal Transducers and Activators of Transcription Signaling,2023,Annals of Neurology,94,2,,384,397,,7,10.1002/ana.26672,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159708322&doi=10.1002%2fana.26672&partnerID=40&md5=884c17df9a3db52d0c8df0b70d37b300,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85159708322
"Mak, J.K.L., Kananen, L., Qin, C., Kuja-Halkola, R., Tang, B., Lin, J., Wang, Y., Jääskeläinen, T., Koskinen, S., Lu, Y., Magnusson, P.K.E., Hägg, S., Jylhävä, J.",57211660201;24466529900;56665093500;36661073600;57216528389;36247543600;57191969432;56536292700;57197651958;56420681300;24756281600;36010457900;25649665800;,Unraveling the metabolic underpinnings of frailty using multicohort observational and Mendelian randomization analyses,2023,Aging Cell,22,8,e13868,,,,7,10.1111/acel.13868,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159160359&doi=10.1111%2facel.13868&partnerID=40&md5=c63f703a48fa2db31eb632d807ba83f9,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85159160359
"Senkevich, K., Alipour, P., Chernyavskaya, E., Yu, E., Noyce, A.J., Gan-Or, Z.",57189700742;57767539600;57981805200;57216629964;24438206900;24437422000;,Potential Protective Link Between Type I Diabetes and Parkinson's Disease Risk and Progression,2023,Movement Disorders,38,7,,1350,1355,,7,10.1002/mds.29424,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158160521&doi=10.1002%2fmds.29424&partnerID=40&md5=9f0fb52f7131293cd409b28b646fe080,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85158160521
"Liang, Z., Zhao, L., Lou, Y., Liu, S.",57217075496;58433837100;57218553693;24822482600;,Causal effects of circulating lipids and lipid-lowering drugs on the risk of epilepsy: a two-sample Mendelian randomization study,2023,QJM: An International Journal of Medicine,116,6,,421,428,,7,10.1093/qjmed/hcad048,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163905773&doi=10.1093%2fqjmed%2fhcad048&partnerID=40&md5=ab439467316c52cc1d870f8b2ea2ab46,Article,Final,,Scopus,2-s2.0-85163905773
"Cheng, W., Parker, N., Karadag, N., Koch, E., Hindley, G., Icick, R., Shadrin, A., O'Connell, K.S., Bjella, T., Bahrami, S., Rahman, Z., Tesfaye, M., Jaholkowski, P., Rødevand, L., Holen, B., Lagerberg, T.V., Steen, N.E., Djurovic, S., Dale, A.M., Frei, O., Smeland, O.B., Andreassen, O.A.",57190677637;59107454500;57224995192;57217156733;35519786300;55532032500;57196410947;57209286496;36008117900;57205215849;57532654600;24077514000;26665547400;57191955858;57639967600;24278582300;35109987500;57191747783;57203052174;57022216400;36183947100;56600076200;,"The relationship between cannabis use, schizophrenia, and bipolar disorder: a genetically informed study",2023,The Lancet Psychiatry,10,6,,441,451,,7,10.1016/S2215-0366(23)00143-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159365740&doi=10.1016%2fS2215-0366%2823%2900143-8&partnerID=40&md5=eba3649ae17a6a03fae0d196ce00600f,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85159365740
