2024,"Causal relationship between metabolic syndrome and hidradenitis suppurativa: A two-sample bidirectional Mendelian randomization study",13468138,"Journal of Dermatology","51","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Causal Effect of Lipoprotein-Associated Phospholipase A2 Activity on Ischemic Stroke: A Mendelian Randomization Study",14219786,"Cerebrovascular Diseases","53","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Unraveling the causal relationships between depression and brain structural imaging phenotypes: A bidirectional Mendelian Randomization study",18726240,"Brain Research","1840","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Genetic evidence for T-wave area from 12-lead electrocardiograms to monitor cardiovascular diseases in patients taking diabetes medications",14321203,"Human Genetics","143","9-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Intestinal flora and inflammatory bowel disease: Causal relationships and predictive models",24058440,"Heliyon","10","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"The causal association between type 2 diabetes and spinal stenosis: A Mendelian randomization analysis",15365964,"Medicine (United States)","103","39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Two-sample Mendelian randomization analysis of the relationship between statins and the risk of osteoarthritis",20954344,"Chinese Journal of Tissue Engineering Research","28","26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Causal association among glaucoma, cerebral cortical structures, and Alzheimer's disease: insights from genetic correlation and Mendelian randomization",14602199,"Cerebral Cortex","34","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Causal relationship between insomnia and thyroid disease: A bidirectional Mendelian randomization study",21623279,"Brain and Behavior","14","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Metabolic Characteristics of Gut Microbiota and Insomnia: Evidence from a Mendelian Randomization Analysis",20726643,"Nutrients ","16","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Association between Serum Glycated Hemoglobin Levels and Female Infertility: A Cross-Sectional Survey and Genetic Approach",14220067,"International Journal of Molecular Sciences","25","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"A causal relationship between sarcopenia and cognitive impairment: A Mendelian randomization study",19326203,"PLoS ONE","19","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Skin microbiome and causal relationships in three dermatological diseases: Evidence from Mendelian randomization and Bayesian weighting",16000846,"Skin Research and Technology","30","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"A comprehensive assessment of the association between common drugs and psychiatric disorders using Mendelian randomization and real-world pharmacovigilance database",23523964,"eBioMedicine","107","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Untargeted metabolomics and mendelian randomization analysis identify alpha-linolenic acid and linoleic acid as novel biomarkers of perioperative neurocognitive dysfunction",15321983,"Clinical Nutrition","43","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Impact of negative emotions and insomnia on sepsis: A mediation Mendelian randomization study",18790534,"Computers in Biology and Medicine","180","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Shared genetic etiology of vessel diseases: A genome-wide multi-traits association analysis",18792472,"Thrombosis Research","241","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Discovering Potential Mechanisms of Intervertebral Disc Disease Using Systematic Mendelian Randomization of Human Circulating Immunocytomics",18788769,"World Neurosurgery","189","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Causal relationship between central corneal thickness and open-angle glaucoma: Evidence from Mendelian randomization",10960007,"Experimental Eye Research","246","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Exploring causal correlations between inflammatory cytokines and intervertebral disc degeneration: A Mendelian randomization",25721143,"JOR Spine","7","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"BMA-based Mendelian randomization identifies blood metabolites as causal candidates in pregnancy-induced hypertension",13484214,"Hypertension Research","47","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Causal relationship between basal metabolic rate and intervertebral disc degeneration: a Mendelian randomization study",14320932,"European Spine Journal","33","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Assessing the causal relationship between immune cells and prostatitis: evidence from bidirectional mendelian randomization analysis",14321777,"Mammalian Genome","35","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Causal relationship between neuroticism and frailty: A bidirectional Mendelian randomization study",15732517,"Journal of Affective Disorders","360","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Causal relationship between serum metabolites and idiopathic pulmonary fibrosis: Insights from a two-sample Mendelian randomization study",24058440,"Heliyon","10","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"There Is No Direct Causal Relationship Between Coronary Artery Disease and Alzheimer Disease: A Bidirectional Mendelian Randomization Study",20479980,"Journal of the American Heart Association ","13","15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Genetic and Modifiable Risk Factors for Postoperative Complications of Total Joint Arthroplasty: A Genome-Wide Association and Mendelian Randomization Study",23065354,"Bioengineering","11","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Investigating Genetic Overlap between Alzheimer’s Disease, Lipids, and Coronary Artery Disease: A Large-Scale Genome-Wide Cross Trait Analysis",14220067,"International Journal of Molecular Sciences","25","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Association between cathepsins and skin cancers: A bidirectional two-sample Mendelian randomization study",16000846,"Skin Research and Technology","30","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Exploring the relationship between anal fistula and colorectal cancer based on Mendelian randomization and bioinformatics",15821838,"Journal of Cellular and Molecular Medicine","28","15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Identifying the genetic association between the cerebral cortex and fibromyalgia",14602199,"Cerebral Cortex","34","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Multi-biobank Mendelian randomization analyses identify opposing pathways in plasma low-density lipoprotein-cholesterol lowering and gallstone disease",15737284,"European Journal of Epidemiology","39","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Cheese intake, probiotics and breast cancer: A Mendelian randomization analysis",17564646,"Journal of Functional Foods","119","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Exploring the bidirectional causal associations between pain and circulating inflammatory proteins: A Mendelian randomization study",14401681,"Clinical and Experimental Pharmacology and Physiology","51","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Causal relationship between gut microbiota and functional outcomes after ischemic stroke: A comprehensive Mendelian randomization study",15328511,"Journal of Stroke and Cerebrovascular Diseases","33","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Genetic analyses unravel the causal association of cytokine levels on lichen simplex chronicus risk: insights from a mendelian randomization study",1432069X,"Archives of Dermatological Research","316","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Relationships between obesity and functional outcome after ischemic stroke: a Mendelian randomization study",15903478,"Neurological Sciences","45","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Shared genetic architecture between periodontal disease and type 2 diabetes: a large scale genome-wide cross-trait analysis",15590100,"Endocrine","85","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Genetically predicted circulating concentrations of micronutrients and risk of hypertensive disorders of pregnancy: a Mendelian randomization study",14320711,"Archives of Gynecology and Obstetrics","310","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"A cross-sectional study of optimal exercise combinations for type 2 diabetes",16132238,"Journal of Public Health (Germany)","32","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2024,"Causal associations between 45 dietary intake habits and urolithiasis: insights from genetic studies",22234691,"Translational Andrology and Urology","13","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Causal relationship between immune cells and the risk of myeloperoxidase antineutrophil cytoplasmic antibody-associated vasculitis: A Mendelian randomization study",15306860,"FASEB Journal","38","14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Undetected Association between Fatty Acids and Dementia with Lewy Bodies: A Bidirectional Two-Sample Mendelian Randomization Study",18758908,"Journal of Alzheimer's Disease","100","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Peripheral blood leukocyte Telomere length and endometriosis: A Mendelian randomization study",24058440,"Heliyon","10","14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Integrated single cell-RNA sequencing and Mendelian randomization for ischemic stroke and metabolic syndrome",25890042,"iScience","27","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Genetic association between gut microbiota and the risk of Guillain-Barré syndrome",15732517,"Journal of Affective Disorders","357","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Thyroid function variations within the reference range and cognitive function: A two-sample Mendelian randomization study",15732517,"Journal of Affective Disorders","357","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"The causal relationship of depression, anxiety, and neuroticism with endometriosis: A bidirectional 2-sample Mendelian randomization study",15365964,"Medicine (United States)","103","28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Association of Body Mass Index and Parkinson Disease A Bidirectional Mendelian Randomization Study",1526632X,"Neurology","103","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Using Genetics to Investigate Relationships between Phenotypes: Application to Endometrial Cancer",20734425,"Genes","15","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Causal Relationship between Mitochondrial Biological Function and Periodontitis: Evidence from a Mendelian Randomization Study",14220067,"International Journal of Molecular Sciences","25","14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Associations between brain imaging-derived phenotypes and cognitive functions",14602199,"Cerebral Cortex","34","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Causal Effects and Immune Cell Mediators of Prescription Analgesic Use and Risk of Liver Cancer and Precancerosis in European Population: A Mendelian Randomization Study",22279059,"Biomedicines","12","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Migraine and gastroesophageal reflux disease: Disentangling the complex connection with depression as a mediator",19326203,"PLoS ONE","19","7 July",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Micronutrient-Associated Single Nucleotide Polymorphism and Mental Health: A Mendelian Randomization Study",20726643,"Nutrients","16","13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Exploring the Association between Serum B Vitamins, Homocysteine and Mental Disorders: Insights from Mendelian Randomization",20726643,"Nutrients","16","13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Genetic predicted causal inferences between antioxidants and birth weight",09120009,"Journal of Clinical Biochemistry and Nutrition","75","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Causal relationship between inflammatory skin diseases and breast cancer: A bidirectional Mendelian randomization study",16000846,"Skin Research and Technology","30","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Exploring the Bidirectional Causal Pathways Between Smoking Behaviors and Headache: A Mendelian Randomization Study",1469994X,"Nicotine and Tobacco Research","26","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"A Bidirectional Mendelian Randomization Study of Gut Microbiota and Cerebral Small Vessel Disease",15416100,"Journal of Nutrition","154","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Associations between immune cells signatures and osteoarthritis: An integrated analysis of bidirectional Mendelian randomization and Bayesian colocalization",10960023,"Cytokine","179","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Body mass index and meniscal tears: Evidence from meta-analysis of observational studies and Mendelian randomization",1467789X,"Obesity Reviews","25","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Genetically predicted retinal vascular occlusion in relation to cardiovascular diseases: A bidirectional two-sample Mendelian randomization analysis",14691809,"Annals of Human Genetics","88","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Mendelian randomization as a cornerstone of causal inference for gut microbiota and related diseases from the perspective of bibliometrics",15365964,"Medicine (United States)","103","26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Effects of ankylosing spondylitis on cardiovascular disease: aMendelian randomization study",16648021,"Frontiers in Genetics","15","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Causal association between major depressive disorder and venous thromboembolism: a bidirectional mendelian randomization study",16648021,"Frontiers in Genetics","15","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Causal Associations between Gut Microbiota, Gut Microbiota-Derived Metabolites, and Alzheimer's Disease: A Multivariable Mendelian Randomization Study",18758908,"Journal of Alzheimer's Disease","100","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Dietary factors and risk for amyotrophic lateral sclerosis A two sample mendelian randomization study",15365964,"Medicine (United States)","103","25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Mendelian randomization analysis elucidates the causal relationship between celiac disease and the risk of thyroid dysfunction",15365964,"Medicine (United States)","103","25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"A potentially underestimated predictor of coronary artery disease risk: The ApoB/ApoA1 ratio",24058440,"Heliyon","10","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Genetically determined type 1 diabetes mellitus and risk of osteoporosis",18736815,"Experimental Gerontology","191","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Integrative Analysis by Mendelian Randomization and Large-Scale Single-Cell Transcriptomics Reveals Causal Links between B Cell Subtypes and Diabetic Kidney Disease",22969357,"Kidney Diseases","10","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Crohn disease but not ulcerative colitis increases the risk of acute pancreatitis: A 2-sample Mendelian randomization study",15365964,"Medicine (United States)","103","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"The causal effect of Alzheimer’s disease and family history of Alzheimer’s disease on non-ischemic cardiomyopathy and left ventricular structure and function: a Mendelian randomization study",16648021,"Frontiers in Genetics","15","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Shared genetic aetiology of respiratory diseases: A genome-wide multitraits association analysis",20524439,"BMJ Open Respiratory Research","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Educational attainment and psychiatric diagnoses: a national registry data and two-sample Mendelian randomization study",27316076,"Nature Mental Health","2","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Employing Bidirectional Two-Sample Mendelian Randomization Analysis to Verify the Potential of Polyunsaturated Fatty Acid Levels in the Prevention of Pancreatic Cancer",14673045,"Current Issues in Molecular Biology","46","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Exploring Stroke Risk through Mendelian Randomization: A Comprehensive Study Integrating Genetics and Metabolic Traits in the Korean Population",22279059,"Biomedicines","12","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Identification of Causal Relationships between Gut Microbiota and Influenza a Virus Infection in Chinese by Mendelian Randomization",20762607,"Microorganisms","12","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Causal effects of gut microbiota on multiple sclerosis: A two-sample Mendelian randomization study",21623279,"Brain and Behavior","14","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Alzheimer’s disease increases the risk of erectile dysfunction independent of cardiovascular diseases: A mendelian randomization study",19326203,"PLoS ONE","19","6 June",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Association between Rheumatoid Arthritis and Clonal Hematopoiesis: A Mendelian Randomization Study",18392628,"Twin Research and Human Genetics","27","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Valid instrumental variable selection method using negative control outcomes and constructing efficient estimator",15214036,"Biometrical Journal","66","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Genetically Determined Plasma Hepatocyte Growth Factor Levels Are Associated with the Risk and Prognosis of Ischemic Stroke",15244628,"Stroke","55","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Association between sleep traits and sarcopenia-related traits: A two-sample bidirectional Mendelian randomization study",14470594,"Geriatrics and Gerontology International","24","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
